index,English Word,Valence,Arousal,Dominance,Turkish Word,Joy,Anger,Sadness,Fear,Disgust
16004,sign,0.62,0.481,0.397,işaret,1.92,1.35,1.3,1.36,1.36
16005,signal,0.615,0.417,0.464,sinyal,1.84,1.38,1.33,1.39,1.39
16006,signature,0.57,0.422,0.657,imza,2.51,1.31,1.29,1.35,1.29
16007,significance,0.82,0.46,0.644,önem,3.08,1.26,1.27,1.32,1.21
16008,significant,0.827,0.649,0.786,önemli,2.97,1.32,1.31,1.41,1.26
16009,signification,0.583,0.337,0.53,anlam,1.88,1.4,1.35,1.42,1.39
16010,signify,0.453,0.422,0.634,belirtmek,2.02,1.37,1.33,1.39,1.36
16011,signpost,0.51,0.4,0.446,yön tabelası,1.87,1.37,1.32,1.38,1.37
16012,silence,0.438,0.2,0.223,sessizlik,1.69,1.5,1.45,1.5,1.53
16013,silencer,0.417,0.356,0.482,susturucu,1.47,2.01,1.86,2.06,1.91
16014,silent,0.469,0.125,0.28,sessiz,1.74,1.45,1.41,1.46,1.46
16015,silently,0.448,0.185,0.306,sessizce,1.67,1.52,1.45,1.49,1.58
16016,silhouette,0.582,0.41,0.288,siluet,2.76,1.27,1.27,1.32,1.25
16017,silicon,0.439,0.448,0.445,silikon,1.81,1.37,1.32,1.38,1.38
16018,silicone,0.48,0.34,0.333,silikon,1.84,1.38,1.33,1.39,1.39
16019,silk,0.76,0.115,0.3,ipek,2.75,1.24,1.24,1.29,1.22
16020,silken,0.73,0.265,0.394,ipeksi,2.51,1.32,1.3,1.36,1.3
16021,silky,0.802,0.397,0.271,ipeksi,3.24,1.25,1.27,1.34,1.19
16022,sill,0.433,0.375,0.324,eşik,1.76,1.36,1.31,1.37,1.39
16023,silliness,0.327,0.368,0.192,sersemlik,2.67,1.46,1.45,1.53,1.4
16024,silly,0.384,0.349,0.161,şapşal,1.92,1.5,1.49,1.53,1.5
16025,silo,0.4,0.365,0.357,silo,1.66,1.48,1.43,1.48,1.51
16026,silt,0.51,0.269,0.2,silt,1.47,1.72,1.71,1.66,1.84
16027,silver,0.684,0.451,0.615,gümüş,2.6,1.29,1.28,1.33,1.27
16028,silverware,0.663,0.365,0.409,gümüş eşyalar,2.25,1.33,1.3,1.35,1.33
16029,silvery,0.543,0.46,0.517,gümüşi,2.65,1.29,1.29,1.34,1.27
16030,similar,0.562,0.25,0.423,benzer,2.26,1.32,1.29,1.35,1.31
16031,similarity,0.729,0.255,0.518,benzerlik,2.31,1.32,1.3,1.35,1.31
16032,simile,0.615,0.363,0.464,benzetme,2.12,1.34,1.3,1.36,1.33
16033,simmer,0.65,0.293,0.393,kaynatma,2.17,1.37,1.33,1.4,1.35
16034,simmering,0.382,0.613,0.412,kaynayan,1.66,1.76,1.62,1.79,1.73
16035,simple,0.653,0.13,0.314,basit,2.85,1.26,1.27,1.31,1.23
16036,simples,0.724,0.24,0.263,basitler,2.26,1.34,1.32,1.38,1.32
16037,simpleton,0.429,0.144,0.358,basit,1.67,1.55,1.52,1.56,1.57
16038,simplicity,0.667,0.25,0.337,basitlik,3.31,1.21,1.23,1.27,1.16
16039,simplify,0.565,0.347,0.602,basitleştirmek,2.64,1.28,1.27,1.31,1.26
16040,simplistic,0.49,0.245,0.391,basit,2.52,1.41,1.38,1.45,1.37
16041,simply,0.535,0.148,0.393,basitçe,2.33,1.32,1.3,1.34,1.31
16042,simulate,0.551,0.375,0.417,benzetmek,2.02,1.38,1.34,1.41,1.36
16043,simulated,0.5,0.461,0.356,simüle edilmiş,2.24,1.44,1.38,1.53,1.36
16044,simulating,0.552,0.462,0.481,simülasyon,2.12,1.45,1.39,1.52,1.39
16045,simulation,0.552,0.574,0.567,simülasyon,2.22,1.4,1.34,1.46,1.35
16046,simulator,0.677,0.559,0.583,simülatör,2.44,1.4,1.36,1.48,1.33
16047,simultaneous,0.691,0.577,0.554,eşzamanlı,2.05,1.44,1.37,1.49,1.39
16048,simultaneously,0.656,0.49,0.609,eşzamanlı,2.28,1.35,1.33,1.39,1.33
16049,sin,0.177,0.712,0.449,günah,1.19,2.4,2.11,2.01,2.96
16050,sincere,0.918,0.265,0.725,içten,3.46,1.2,1.24,1.27,1.14
16051,sincerity,0.908,0.351,0.686,samimiyet,3.39,1.23,1.26,1.29,1.18
16052,sinful,0.143,0.788,0.417,günahkar,1.3,2.36,2.06,2.1,2.7
16053,sing,0.858,0.606,0.42,şarkı söyle,2.96,1.24,1.25,1.31,1.18
16054,singer,0.802,0.735,0.628,şarkıcı,3.12,1.26,1.27,1.32,1.21
16055,singing,0.885,0.594,0.528,Şarkı söyleme,3.25,1.25,1.27,1.33,1.19
16056,single,0.291,0.354,0.259,bekar,1.94,1.38,1.34,1.41,1.38
16057,singly,0.553,0.354,0.466,tek başına,1.79,1.38,1.33,1.39,1.39
16058,singular,0.61,0.302,0.482,tekil,1.87,1.38,1.33,1.4,1.38
16059,singularity,0.582,0.348,0.654,tekillik,1.85,1.59,1.5,1.74,1.45
16060,singularly,0.571,0.33,0.527,tekil olarak,1.9,1.44,1.4,1.46,1.43
16061,sinister,0.125,0.896,0.581,uğursuz,1.19,2.64,2.46,2.69,2.53
16062,sink,0.375,0.439,0.322,lavabo,1.65,1.51,1.44,1.47,1.58
16063,sinker,0.302,0.557,0.538,platin,1.71,1.49,1.42,1.49,1.51
16064,sinking,0.135,0.439,0.342,batan,1.47,1.95,1.95,2.01,1.88
16065,sinner,0.237,0.667,0.356,günahkar,1.29,2.28,2.0,2.04,2.54
16066,sinning,0.17,0.7,0.422,günah işlemek,1.36,2.16,1.87,1.9,2.51
16067,sinus,0.531,0.563,0.34,sinüs,1.53,1.7,1.7,1.66,1.79
16068,sip,0.375,0.38,0.213,Yudumlamak,1.95,1.29,1.23,1.31,1.29
16069,siphon,0.354,0.333,0.435,sifon,1.46,1.99,1.8,2.0,1.94
16070,sipping,0.469,0.349,0.377,yudumlamak,2.19,1.34,1.3,1.37,1.33
16071,sir,0.622,0.306,0.778,Sayın,1.87,1.36,1.32,1.38,1.37
16072,sire,0.854,0.452,0.808,efendim,1.94,1.39,1.34,1.42,1.37
16073,siren,0.57,0.627,0.5,siren,1.51,2.4,2.17,2.83,1.9
16074,sirloin,0.546,0.418,0.373,sığır filetosu,3.15,1.24,1.25,1.31,1.18
16075,sissy,0.333,0.562,0.232,korkak,1.57,1.91,1.78,2.0,1.79
16076,sister,0.916,0.324,0.562,kardeş,3.36,1.2,1.23,1.26,1.15
16077,sisterhood,0.837,0.415,0.696,kardeşlik,2.51,1.33,1.3,1.39,1.3
16078,sit,0.561,0.23,0.368,oturmak,2.02,1.31,1.27,1.32,1.32
16079,sitcom,0.562,0.537,0.407,durum komedisi,3.01,1.29,1.31,1.36,1.23
16080,site,0.677,0.265,0.452,alan,1.86,1.35,1.3,1.37,1.35
16081,sith,0.439,0.564,0.373,sith,1.68,1.52,1.46,1.53,1.54
16082,sitter,0.656,0.429,0.404,bakıcı,1.9,1.36,1.31,1.38,1.37
16083,sitting,0.561,0.146,0.353,oturma,2.09,1.36,1.33,1.38,1.36
16084,situate,0.51,0.31,0.483,durum,1.78,1.38,1.33,1.39,1.4
16085,situated,0.542,0.231,0.543,yer alan,1.93,1.33,1.29,1.35,1.33
16086,situation,0.531,0.387,0.6,durum,1.76,1.51,1.46,1.55,1.49
16087,six,0.5,0.154,0.271,altı,1.79,1.36,1.31,1.37,1.38
16088,sixpence,0.469,0.417,0.463,altı peni,1.94,1.37,1.33,1.38,1.38
16089,sixteen,0.583,0.29,0.324,on altı,2.45,1.31,1.3,1.35,1.29
16090,sixth,0.521,0.275,0.366,altıncı,1.79,1.41,1.37,1.43,1.42
16091,sixty,0.694,0.24,0.433,altmış,1.83,1.37,1.32,1.39,1.38
16092,sizable,0.727,0.337,0.657,oldukça büyük,2.79,1.3,1.29,1.36,1.26
16093,size,0.531,0.336,0.569,boyut,1.84,1.34,1.29,1.35,1.36
16094,sizzle,0.427,0.704,0.368,cızırtı,2.8,1.43,1.38,1.59,1.3
16095,ska,0.458,0.575,0.245,ska,1.78,1.46,1.41,1.48,1.47
16096,skate,0.74,0.653,0.508,paten,2.64,1.29,1.28,1.33,1.26
16097,skateboard,0.677,0.55,0.353,kaykay,2.34,1.35,1.32,1.39,1.32
16098,skater,0.633,0.774,0.652,patenci,2.85,1.3,1.29,1.36,1.25
16099,skating,0.745,0.673,0.435,paten kaymak,3.03,1.27,1.27,1.33,1.22
16100,skedaddle,0.427,0.596,0.422,skedaddle,1.81,1.69,1.59,1.77,1.59
16101,skeet,0.469,0.549,0.413,skeet,1.58,1.8,1.69,1.79,1.8
16102,skein,0.449,0.372,0.287,çile,1.85,1.37,1.32,1.39,1.37
16103,skeletal,0.306,0.558,0.318,iskelet,1.46,1.91,1.81,1.82,2.02
16104,skeleton,0.183,0.464,0.343,iskelet,1.89,1.55,1.51,1.58,1.53
16105,skeptic,0.135,0.44,0.5,şüpheci,1.45,2.01,1.72,1.82,2.23
16106,skeptical,0.207,0.5,0.452,şüpheci,1.95,1.82,1.62,1.81,1.82
16107,skepticism,0.229,0.48,0.582,şüphecilik,1.63,1.98,1.78,2.0,1.94
16108,sketch,0.704,0.276,0.42,kroki,2.48,1.31,1.3,1.35,1.28
16109,sketching,0.729,0.327,0.4,eskiz,2.52,1.3,1.28,1.34,1.27
16110,sketchy,0.333,0.479,0.241,kabataslak,1.37,2.12,1.97,2.03,2.22
16111,skewed,0.34,0.48,0.361,çarpitilmis,1.63,1.65,1.57,1.65,1.68
16112,skewer,0.47,0.365,0.457,şiş,1.76,1.44,1.39,1.45,1.45
16113,ski,0.684,0.67,0.471,kayak,2.48,1.31,1.29,1.37,1.26
16114,skid,0.357,0.64,0.44,kızak,1.41,1.88,1.74,1.74,2.07
16115,skier,0.802,0.788,0.639,kayakçı,2.42,1.33,1.31,1.38,1.29
16116,skiff,0.479,0.375,0.472,kik,1.73,1.47,1.4,1.49,1.48
16117,skiing,0.823,0.824,0.62,kayak yapmak,2.96,1.3,1.31,1.39,1.24
16118,skijump,0.635,0.647,0.482,kayakla atlama,2.57,1.38,1.35,1.44,1.33
16119,skill,0.847,0.701,0.833,beceri,2.55,1.3,1.27,1.36,1.25
16120,skilled,0.886,0.614,0.929,yetenekli,3.35,1.25,1.27,1.35,1.17
16121,skillet,0.51,0.296,0.345,tava,2.41,1.31,1.3,1.34,1.3
16122,skillful,0.802,0.616,0.908,becerikli,3.17,1.27,1.28,1.35,1.21
16123,skim,0.418,0.328,0.322,sıyırmak,1.75,1.39,1.33,1.39,1.42
16124,skimpy,0.302,0.349,0.208,eksik,1.71,1.55,1.47,1.57,1.55
16125,skin,0.569,0.35,0.395,deri,2.57,1.3,1.29,1.35,1.28
16126,skinny,0.333,0.333,0.298,sıska,1.87,1.56,1.48,1.6,1.53
16127,skip,0.458,0.804,0.439,atlamak,1.71,1.46,1.41,1.45,1.51
16128,skipper,0.44,0.577,0.692,kaptan,1.76,1.39,1.33,1.4,1.41
16129,skirmish,0.29,0.64,0.474,çatışma,1.43,2.28,2.12,2.4,2.09
16130,skirt,0.602,0.463,0.226,etek,2.49,1.31,1.29,1.36,1.28
16131,skirting,0.449,0.529,0.386,süpürgelik,1.68,1.47,1.41,1.47,1.51
16132,skirts,0.622,0.538,0.241,etekler,2.36,1.32,1.29,1.35,1.3
16133,skit,0.438,0.434,0.421,skeç,1.98,1.37,1.33,1.4,1.38
16134,skittish,0.156,0.815,0.172,ürkek,1.45,2.1,1.97,2.18,1.97
16135,skull,0.276,0.558,0.574,kafatası,1.64,1.64,1.58,1.69,1.61
16136,skunk,0.284,0.491,0.38,kokarca,1.3,2.38,2.37,2.55,2.13
16137,sky,0.958,0.234,0.401,gökyüzü,3.9,1.2,1.26,1.35,1.06
16138,skylight,0.708,0.314,0.343,çatı penceresi,3.2,1.22,1.25,1.28,1.18
16139,skyline,0.592,0.412,0.662,ufuk çizgisi,2.83,1.31,1.3,1.38,1.25
16140,skyscraper,0.622,0.696,0.798,gökdelen,1.9,1.47,1.39,1.52,1.42
16141,slab,0.398,0.265,0.264,döşeme,1.73,1.42,1.36,1.42,1.44
16142,slack,0.521,0.283,0.446,gevşek,1.62,1.57,1.44,1.47,1.71
16143,slag,0.266,0.6,0.254,cüruf,1.23,2.23,1.95,1.94,2.6
16144,slam,0.459,0.577,0.48,çarpmak,1.59,1.91,1.73,2.01,1.79
16145,slammer,0.417,0.565,0.391,çarpma,1.4,2.18,2.03,2.22,2.08
16146,slander,0.184,0.604,0.454,iftira,1.15,2.63,2.55,2.61,2.61
16147,slanderous,0.057,0.8,0.337,iftira niteliğinde,1.22,2.45,2.28,2.33,2.56
16148,slang,0.479,0.418,0.491,argo,1.54,1.81,1.68,1.82,1.8
16149,slant,0.469,0.396,0.536,eğik,1.74,1.4,1.35,1.4,1.43
16150,slap,0.1,0.804,0.518,tokat,1.3,2.33,1.88,2.11,2.57
16151,slash,0.26,0.5,0.509,yırtmaç,1.51,2.06,1.84,2.14,1.96
16152,slashes,0.33,0.328,0.41,eğik çizgiler,1.48,2.04,1.87,2.08,1.98
16153,slate,0.531,0.283,0.431,kayrak,1.78,1.36,1.31,1.37,1.38
16154,slates,0.5,0.27,0.342,arduvaz,1.76,1.38,1.32,1.38,1.4
16155,slaughter,0.052,0.953,0.602,Katliam,1.34,2.27,2.2,2.35,2.15
16156,slaughterhouse,0.146,0.794,0.472,kesimhane,1.19,2.5,2.5,2.59,2.33
16157,slaughtering,0.133,0.947,0.714,kesim,1.31,2.37,2.23,2.4,2.29
16158,slave,0.171,0.795,0.151,köle,1.35,2.32,2.23,2.44,2.13
16159,slavery,0.052,0.783,0.218,kölelik,1.15,2.72,2.91,2.97,2.34
16160,slay,0.133,0.92,0.585,öldürmek,1.42,2.18,1.7,1.89,2.53
16161,slayer,0.041,0.93,0.661,avcı,1.47,2.07,1.9,2.12,1.97
16162,sleaze,0.312,0.538,0.405,sleaze,1.26,2.33,2.21,2.27,2.38
16163,sleazy,0.292,0.674,0.37,kalitesiz,1.3,2.32,2.11,2.22,2.43
16164,sled,0.635,0.547,0.446,kızak,2.63,1.32,1.31,1.38,1.27
16165,sledding,0.625,0.547,0.422,kızak,2.99,1.28,1.28,1.35,1.22
16166,sledge,0.646,0.5,0.361,kızak,1.77,1.41,1.36,1.42,1.43
16167,sledgehammer,0.449,0.479,0.482,balyoz,1.33,2.26,2.0,2.19,2.3
16168,sleek,0.75,0.484,0.643,şık,2.76,1.3,1.28,1.37,1.25
16169,sleep,0.719,0.09,0.339,uyumak,3.06,1.25,1.27,1.31,1.22
16170,sleeper,0.64,0.154,0.254,uyuyan,1.88,1.41,1.36,1.44,1.41
16171,sleeping,0.704,0.091,0.312,uyuyor,2.24,1.43,1.4,1.48,1.41
16172,sleepless,0.213,0.41,0.207,uykusuz,1.29,2.34,2.42,2.42,2.23
16173,sleeplessness,0.104,0.604,0.202,uykusuzluk,1.21,2.47,2.47,2.46,2.46
16174,sleepover,0.815,0.519,0.34,yatılı kalmak,2.94,1.29,1.3,1.36,1.24
16175,sleepy,0.604,0.125,0.25,uykulu,1.78,1.48,1.41,1.48,1.5
16176,sleepyhead,0.327,0.35,0.294,uykucu,2.2,1.35,1.31,1.38,1.34
16177,sleet,0.41,0.355,0.395,sulu kar,1.61,1.63,1.64,1.64,1.66
16178,sleeve,0.531,0.27,0.273,elbise kolu,1.86,1.35,1.3,1.36,1.36
16179,sleeveless,0.638,0.29,0.2,Kolsuz,2.21,1.35,1.32,1.38,1.34
16180,sleigh,0.742,0.551,0.396,kızak,2.74,1.29,1.28,1.35,1.24
16181,sleight,0.719,0.677,0.379,çabukluk,1.79,1.49,1.45,1.52,1.49
16182,slender,0.812,0.548,0.664,ince,2.32,1.34,1.31,1.37,1.31
16183,sleuth,0.46,0.633,0.676,dedektif,1.77,1.46,1.4,1.5,1.45
16184,slice,0.583,0.375,0.303,dilim,1.82,1.38,1.33,1.39,1.39
16185,slick,0.388,0.383,0.349,kaygan,1.74,1.53,1.45,1.56,1.51
16186,slicker,0.727,0.387,0.519,kaygan,1.77,1.43,1.37,1.44,1.45
16187,slide,0.615,0.435,0.432,kayma,2.22,1.37,1.33,1.39,1.37
16188,slider,0.585,0.491,0.518,kaydırıcı,1.97,1.38,1.33,1.4,1.38
16189,sliding,0.356,0.73,0.491,sürgülü,1.74,1.46,1.39,1.45,1.5
16190,slight,0.521,0.24,0.155,hafif,1.8,1.43,1.39,1.45,1.44
16191,slight anticipation,0.562,0.49,0.445,hafif beklenti,,,,,
16192,slight disgust,0.156,0.578,0.318,hafif iğrenme,,,,,
16193,slight surprise,0.677,0.746,0.557,hafif sürpriz,,,,,
16194,slight trust,0.306,0.4,0.245,hafif güven,,,,,
16195,slightly,0.47,0.274,0.255,biraz,1.86,1.41,1.36,1.42,1.41
16196,slightly negative,0.19,0.472,0.259,biraz olumsuz,,,,,
16197,slightly positive,0.792,0.48,0.567,biraz olumlu,,,,,
16198,slim,0.562,0.18,0.296,ince,2.22,1.37,1.33,1.41,1.35
16199,slime,0.3,0.37,0.183,balçık,1.43,1.98,1.84,1.89,2.07
16200,slimy,0.177,0.5,0.309,sümüksü,1.22,2.25,2.1,2.03,2.55
16201,sling,0.417,0.423,0.404,sapan,1.5,1.78,1.52,1.62,1.99
16202,slingshot,0.323,0.654,0.474,sapan,1.88,1.64,1.51,1.8,1.49
16203,slink,0.46,0.546,0.314,sinsi sinsi,1.54,1.76,1.58,1.66,1.88
16204,slinky,0.4,0.637,0.603,sinsi,2.07,1.58,1.47,1.7,1.47
16205,slip,0.316,0.714,0.321,kayma,1.52,1.78,1.65,1.68,1.91
16206,slipper,0.635,0.298,0.245,terlik,2.24,1.32,1.29,1.34,1.32
16207,slippers,0.573,0.413,0.236,terlik,2.69,1.28,1.27,1.31,1.26
16208,slippery,0.219,0.74,0.343,kaygan,1.5,2.0,1.93,2.12,1.86
16209,slit,0.406,0.49,0.366,yarık,1.66,1.74,1.61,1.86,1.62
16210,sliver,0.388,0.347,0.291,şerit,1.82,1.39,1.34,1.4,1.4
16211,slob,0.275,0.365,0.3,tembel,1.09,2.26,2.01,1.81,2.92
16212,slobber,0.35,0.375,0.278,salya,1.45,2.01,1.92,2.0,1.99
16213,slogan,0.55,0.216,0.564,slogan,1.9,1.36,1.31,1.38,1.36
16214,sloop,0.48,0.375,0.38,şalopa,1.73,1.5,1.43,1.53,1.5
16215,slop,0.306,0.409,0.325,eğim,1.44,1.76,1.69,1.63,1.96
16216,slope,0.347,0.438,0.279,eğim,1.79,1.38,1.33,1.39,1.39
16217,sloppy,0.303,0.441,0.183,özensiz,1.34,2.08,2.04,2.0,2.16
16218,slot,0.469,0.337,0.337,yuva,1.81,1.39,1.34,1.41,1.41
16219,sloth,0.198,0.14,0.125,tembel,1.63,1.58,1.58,1.59,1.59
16220,slouch,0.365,0.45,0.328,sarkma,1.92,1.38,1.34,1.4,1.39
16221,slough,0.265,0.39,0.2,bataklık,1.52,1.74,1.71,1.69,1.82
16222,slow,0.357,0.073,0.131,yavaş,1.53,1.73,1.76,1.74,1.77
16223,slowly,0.427,0.185,0.295,yavaşça,2.11,1.34,1.31,1.36,1.35
16224,slowness,0.302,0.212,0.191,yavaşlık,1.46,1.9,1.87,1.88,1.94
16225,sludge,0.354,0.396,0.229,çamur,1.23,2.19,2.19,2.09,2.33
16226,slug,0.276,0.37,0.16,sümüklü böcek,1.27,2.2,1.88,1.9,2.55
16227,slugger,0.458,0.5,0.518,tembel,1.7,1.7,1.51,1.73,1.67
16228,sluggish,0.224,0.124,0.155,durgun,1.41,1.93,1.89,1.84,2.07
16229,sluice,0.427,0.52,0.365,savak,1.69,1.44,1.36,1.41,1.5
16230,slum,0.292,0.528,0.302,gecekondu,1.34,1.97,1.9,1.83,2.21
16231,slumber,0.592,0.191,0.426,uyku,3.05,1.27,1.28,1.34,1.22
16232,slump,0.194,0.438,0.13,çöküş,1.38,2.03,1.93,1.92,2.17
16233,slur,0.115,0.814,0.427,bulamaç,1.27,2.13,1.77,1.73,2.68
16234,slurp,0.54,0.528,0.411,slurp,1.69,1.53,1.45,1.54,1.53
16235,slush,0.427,0.283,0.296,sulu kar,1.75,1.46,1.43,1.48,1.48
16236,slut,0.071,0.808,0.309,sürtük,1.27,2.69,2.58,3.03,2.22
16237,slutty,0.224,0.81,0.371,sürtük,1.55,2.36,2.18,2.65,1.95
16238,sly,0.573,0.69,0.75,kurnaz,1.45,1.95,1.72,1.78,2.17
16239,smack,0.323,0.662,0.381,şaplak atmak,1.46,1.96,1.61,1.75,2.22
16240,small,0.542,0.205,0.12,küçük,2.21,1.33,1.3,1.36,1.33
16241,smaller,0.3,0.31,0.179,daha küçük,1.85,1.38,1.33,1.39,1.39
16242,smallest,0.281,0.34,0.129,en küçük,2.15,1.41,1.35,1.47,1.36
16243,smallpox,0.156,0.583,0.222,Çiçek hastalığı,1.18,2.59,2.71,2.8,2.3
16244,smart,0.906,0.607,0.923,akıllı,3.28,1.24,1.24,1.32,1.17
16245,smartass,0.364,0.52,0.62,ukala,1.51,2.07,1.98,2.12,1.97
16246,smarten,0.602,0.49,0.551,akıllanmak,3.03,1.27,1.27,1.33,1.22
16247,smarty,0.673,0.51,0.848,akıllı,2.67,1.3,1.3,1.35,1.27
16248,smash,0.195,0.692,0.53,paramparça etmek,1.53,2.14,1.8,2.25,1.98
16249,smashed,0.143,0.66,0.256,parçalanmış,1.42,2.13,1.93,2.16,2.04
16250,smattering,0.448,0.46,0.5,serpme,2.11,1.35,1.32,1.38,1.35
16251,smear,0.23,0.433,0.4,lekeleme,1.29,2.14,1.92,1.88,2.47
16252,smell,0.51,0.52,0.33,koku,1.67,1.84,1.63,1.56,2.22
16253,smelling,0.458,0.481,0.349,kokulu,2.34,1.63,1.57,1.54,1.77
16254,smelly,0.1,0.528,0.245,koklamak,1.11,2.43,2.28,2.14,2.81
16255,smelt,0.333,0.441,0.345,koklamak,1.72,1.49,1.44,1.49,1.52
16256,smidgen,0.367,0.385,0.357,küçük,1.81,1.39,1.34,1.4,1.4
16257,smile,0.906,0.598,0.618,gülümsemek,3.68,1.2,1.25,1.28,1.13
16258,smiled,0.949,0.53,0.536,gülümsedi,3.07,1.25,1.26,1.31,1.2
16259,smiles,0.892,0.606,0.607,gülümser,3.87,1.23,1.28,1.35,1.13
16260,smiley,0.865,0.47,0.571,gülen,3.26,1.22,1.25,1.29,1.17
16261,smiling,0.981,0.679,0.625,gülümseyen,3.62,1.23,1.27,1.32,1.16
16262,smirk,0.792,0.596,0.583,sırıtmak,1.51,2.02,1.78,1.87,2.19
16263,smite,0.303,0.846,0.682,vur,1.19,2.69,2.36,2.74,2.56
16264,smith,0.677,0.333,0.529,demirci,1.86,1.37,1.31,1.38,1.37
16265,smithereens,0.281,0.561,0.409,paramparça,1.59,1.93,1.75,2.03,1.79
16266,smitten,0.153,0.76,0.204,vurulmuş,3.03,1.37,1.37,1.47,1.28
16267,smock,0.429,0.25,0.25,önlük,1.76,1.38,1.32,1.39,1.4
16268,smog,0.271,0.48,0.382,duman,1.26,2.31,2.5,2.41,2.25
16269,smoke,0.188,0.5,0.391,Sigara içmek,1.48,2.12,1.82,1.97,2.32
16270,smoker,0.208,0.528,0.311,sigara içen,1.31,2.09,1.65,1.63,2.72
16271,smokey,0.494,0.462,0.43,dumanlı,2.15,1.74,1.5,1.61,1.91
16272,smoking,0.176,0.557,0.384,sigara içmek,1.32,2.3,1.91,2.06,2.61
16273,smoky,0.459,0.42,0.327,dumanlı,1.51,1.96,1.64,1.74,2.27
16274,smoldering,0.635,0.781,0.764,için için yanan,1.36,2.32,2.09,2.28,2.34
16275,smooch,0.796,0.731,0.491,öpüşmek,3.41,1.31,1.32,1.42,1.21
16276,smooth,0.823,0.127,0.281,düz,2.95,1.28,1.28,1.35,1.23
16277,smoothie,0.806,0.333,0.281,güler yüzlü,3.46,1.24,1.26,1.32,1.17
16278,smoothly,0.821,0.134,0.488,sorunsuz,2.6,1.29,1.27,1.33,1.26
16279,smoothness,0.833,0.221,0.412,pürüzsüzlük,3.02,1.26,1.26,1.32,1.21
16280,smother,0.292,0.685,0.42,boğmak,1.27,2.41,2.22,2.35,2.44
16281,smudge,0.327,0.429,0.245,leke,1.63,1.59,1.47,1.48,1.74
16282,smug,0.198,0.552,0.587,kendini beğenmiş,1.57,1.64,1.41,1.42,1.96
16283,smuggle,0.194,0.775,0.57,kaçakçılık,1.27,2.45,2.15,2.5,2.33
16284,smuggler,0.062,0.867,0.645,kaçakçı,1.36,2.38,2.23,2.39,2.32
16285,smuggling,0.229,0.783,0.51,kaçakçılık,1.3,2.32,2.1,2.25,2.39
16286,smut,0.357,0.36,0.349,müstehcen,1.44,2.37,2.15,2.64,2.04
16287,snack,0.646,0.407,0.345,abur cubur,3.42,1.18,1.21,1.26,1.12
16288,snacks,0.781,0.48,0.306,atıştırmalıklar,3.32,1.19,1.22,1.26,1.14
16289,snafu,0.375,0.549,0.274,abur cubur,1.53,1.7,1.77,1.77,1.69
16290,snag,0.417,0.25,0.339,budak,1.57,1.95,1.77,2.03,1.84
16291,snags,0.177,0.721,0.49,engeller,1.53,1.86,1.82,1.92,1.8
16292,snail,0.48,0.104,0.296,salyangoz,2.22,1.35,1.32,1.39,1.33
16293,snake,0.276,0.75,0.549,yılan,1.53,2.06,1.94,2.27,1.82
16294,snakes,0.176,0.662,0.606,yılanlar,1.55,2.01,1.93,2.2,1.81
16295,snakeskin,0.276,0.696,0.391,yılan derisi,1.73,1.76,1.61,1.86,1.64
16296,snap,0.344,0.517,0.352,patlatmak,1.82,1.48,1.38,1.45,1.53
16297,snapper,0.417,0.429,0.245,snapper,1.77,1.47,1.41,1.48,1.48
16298,snappy,0.573,0.592,0.418,çabuk,2.14,1.44,1.38,1.5,1.4
16299,snapshot,0.573,0.578,0.588,enstantane fotoğraf,2.07,1.33,1.29,1.36,1.33
16300,snare,0.229,0.85,0.466,tuzak,1.51,1.88,1.67,1.75,2.01
16301,snarl,0.43,0.787,0.455,hırlamak,1.19,2.56,2.2,2.49,2.63
16302,snarling,0.312,0.704,0.491,hırlama,1.29,2.41,2.13,2.39,2.4
16303,snatch,0.219,0.861,0.691,kapmak,1.49,2.16,1.87,2.19,2.09
16304,snatcher,0.122,0.867,0.563,hırsız,1.17,2.6,2.58,2.68,2.41
16305,snazzy,0.735,0.37,0.66,şık,2.9,1.31,1.3,1.38,1.26
16306,sneak,0.281,0.745,0.449,gizlice,1.39,2.29,1.93,2.33,2.19
16307,sneaker,0.794,0.479,0.389,Spor ayakkabı,2.08,1.37,1.32,1.4,1.35
16308,sneakers,0.604,0.548,0.349,Spor ayakkabı,2.47,1.31,1.29,1.34,1.29
16309,sneaking,0.203,0.755,0.545,gizlice,1.33,2.26,1.92,2.12,2.4
16310,sneaky,0.24,0.74,0.56,sinsi,1.27,2.47,2.1,2.39,2.52
16311,sneer,0.133,0.755,0.345,alay,1.46,1.86,1.57,1.57,2.25
16312,sneeze,0.271,0.442,0.336,hapşırmak,1.33,2.26,2.26,2.34,2.12
16313,sneezing,0.434,0.57,0.345,hapşırma,1.33,2.28,2.3,2.37,2.15
16314,snicker,0.708,0.693,0.409,kıs kıs gülen,1.95,1.68,1.54,1.61,1.75
16315,snide,0.186,0.723,0.455,küçümseyen,1.3,2.2,1.96,1.99,2.43
16316,sniff,0.396,0.5,0.318,koklamak,1.74,1.53,1.43,1.49,1.59
16317,snip,0.417,0.327,0.268,kırpmak,1.56,1.81,1.74,1.84,1.78
16318,snipe,0.198,0.915,0.491,su çulluğu,1.44,2.08,1.78,1.99,2.16
16319,sniper,0.167,0.87,0.853,Keskin nisanci,1.28,2.64,2.42,2.96,2.19
